ano,dimensao,nivel,regiao,uf,sigla,Cap I,Cap II,Cap III,Cap IV,Cap V,Cap VI,Cap VII,Cap VIII,Cap IX,Cap X,Cap XI,Cap XII,Cap XIII,Cap XIV,Cap XV,Cap XVI,Cap XVII,Cap XVIII,Cap XX,Total,Cap XIX,Cap XXII
2025,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,840,3405,84,1093,122,692,1,6,5385,2677,1161,179,138,916,25,247,187,665,2220,20043,0,0
2025,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso,MT,1013,3812,146,1596,261,649,1,7,5512,2673,1222,128,127,875,30,408,248,1210,3131,23049,0,0
2025,capitulo_cid10,Estado,Região Centro-Oeste,Goiás,GO,2128,7933,214,2615,554,2030,0,12,11984,6298,2934,313,266,1882,57,542,394,967,5889,47012,0,0
2025,capitulo_cid10,Estado,Região Centro-Oeste,Distrito Federal,DF,708,3166,77,752,136,800,1,5,3615,1821,864,95,140,541,11,169,144,507,1553,15105,0,0
2026,capitulo_cid10,Regiao,Região Norte,,,1870,5432,212,2328,277,1087,1,13,8170,4218,1812,225,251,1208,82,773,354,2199,4324,34837,0,1
2026,capitulo_cid10,Estado,Região Norte,Rondônia,RO,142,602,17,217,29,127,0,3,908,433,205,18,14,155,6,50,25,220,462,3633,0,0
2026,capitulo_cid10,Estado,Região Norte,Acre,AC,66,258,10,72,3,38,0,1,306,197,68,5,5,57,2,40,19,193,170,1510,0,0
2026,capitulo_cid10,Estado,Região Norte,Amazonas,AM,478,1116,54,526,47,229,1,5,1436,735,351,24,50,249,23,191,71,526,805,6918,0,1
2026,capitulo_cid10,Estado,Região Norte,Roraima,RR,53,182,4,59,6,43,0,1,225,100,49,8,10,38,3,38,14,32,169,1034,0,0
2026,capitulo_cid10,Estado,Região Norte,Pará,PA,927,2513,100,1193,146,519,0,3,4087,2161,894,139,143,563,40,364,164,996,2006,16958,0,0
2026,capitulo_cid10,Estado,Região Norte,Amapá,AP,80,232,8,61,4,37,0,0,313,188,61,3,6,47,4,30,22,75,219,1390,0,0
2026,capitulo_cid10,Estado,Região Norte,Tocantins,TO,124,529,19,200,42,94,0,0,895,404,184,28,23,99,4,60,39,157,493,3394,0,0
2026,capitulo_cid10,Regiao,Região Nordeste,,,6154,21681,722,8785,1782,4816,3,20,34040,16984,8057,1399,814,4742,129,1982,1067,7719,16025,136922,0,1
2026,capitulo_cid10,Estado,Região Nordeste,Maranhão,MA,647,1932,96,1247,189,415,0,2,4171,1913,951,149,53,515,17,283,130,694,1927,15331,0,0
2026,capitulo_cid10,Estado,Região Nordeste,Piauí,PI,352,1172,54,526,120,261,0,2,2273,1090,450,102,35,204,13,100,56,352,950,8112,0,0
2026,capitulo_cid10,Estado,Região Nordeste,Ceará,CE,1114,4036,88,1042,387,1033,0,3,5475,3383,1361,243,155,726,19,235,156,923,2708,23087,0,0
2026,capitulo_cid10,Estado,Região Nordeste,Rio Grande do Norte,RN,325,1502,32,495,103,336,0,2,2133,997,444,80,81,298,7,103,61,266,789,8054,0,0
2026,capitulo_cid10,Estado,Região Nordeste,Paraíba,PB,499,1853,56,797,127,383,0,1,2701,1544,625,102,70,473,12,171,71,520,1087,11092,0,0
2026,capitulo_cid10,Estado,Região Nordeste,Pernambuco,PE,1169,3636,100,1498,235,814,1,5,5795,3088,1502,262,155,947,21,261,196,1005,2727,23417,0,0
2026,capitulo_cid10,Estado,Região Nordeste,Alagoas,AL,411,1064,35,502,89,202,2,0,2167,854,499,70,38,276,8,159,82,410,871,7739,0,0
2026,capitulo_cid10,Estado,Região Nordeste,Sergipe,SE,226,775,39,397,99,181,0,1,1234,616,289,56,32,185,2,117,36,373,679,5338,0,1
2026,capitulo_cid10,Estado,Região Nordeste,Bahia,BA,1411,5711,222,2281,433,1191,0,4,8091,3499,1936,335,195,1118,30,553,279,3176,4287,34752,0,0
2026,capitulo_cid10,Regiao,Região Sudeste,,,8854,42494,1136,10855,2872,8920,3,53,56274,28001,12412,2043,1438,11762,167,2031,1218,12195,18667,221396,0,1
2026,capitulo_cid10,Estado,Região Sudeste,Minas Gerais,MG,2154,9427,303,2548,859,2042,1,10,11031,6739,2872,416,374,2482,28,471,284,3206,4505,49753,0,1
2026,capitulo_cid10,Estado,Região Sudeste,Espírito Santo,ES,280,1775,42,616,98,552,0,1,2329,845,465,72,57,367,7,92,88,62,1338,9086,0,0
2026,capitulo_cid10,Estado,Região Sudeste,Rio de Janeiro,RJ,2135,8428,310,2660,521,1605,0,12,12231,5843,2081,548,271,2821,62,389,226,3868,4275,48286,0,0
2026,capitulo_cid10,Estado,Região Sudeste,São Paulo,SP,4285,22864,481,5031,1394,4721,2,30,30683,14574,6994,1007,736,6092,70,1079,620,5059,8549,114271,0,0
2026,capitulo_cid10,Regiao,Região Sul,,,2884,17712,327,4309,1010,4293,2,16,17990,8216,4260,467,397,3006,59,767,492,4004,7516,77727,0,0
2026,capitulo_cid10,Estado,Região Sul,Paraná,PR,973,6404,137,1546,381,1701,1,8,6997,3388,1923,214,155,1160,32,317,184,1314,3289,30124,0,0
2026,capitulo_cid10,Estado,Região Sul,Santa Catarina,SC,569,4299,67,1022,167,895,0,4,4227,1697,913,97,95,628,14,202,141,517,1838,17392,0,0
2026,capitulo_cid10,Estado,Região Sul,Rio Grande do Sul,RS,1342,7009,123,1741,462,1697,1,4,6766,3131,1424,156,147,1218,13,248,167,2173,2389,30211,0,0
2026,capitulo_cid10,Regiao,Região Centro-Oeste,,,1580,6570,182,1925,400,1323,1,6,8468,4207,2115,265,250,1562,40,471,289,2030,3965,35649,0,0
2026,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,290,1261,42,443,28,255,0,1,1723,758,491,65,58,364,10,77,54,329,729,6978,0,0
2026,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso,MT,351,1404,49,445,84,202,0,3,1799,1015,461,42,55,338,13,150,78,746,893,8128,0,0
2026,capitulo_cid10,Estado,Região Centro-Oeste,Goiás,GO,730,2773,61,778,139,623,1,2,3763,1908,887,118,86,685,12,179,112,683,1835,15375,0,0
2026,capitulo_cid10,Estado,Região Centro-Oeste,Distrito Federal,DF,209,1132,30,259,149,243,0,0,1183,526,276,40,51,175,5,65,45,272,508,5168,0,0
